path,specialist_pass,review_treatment,review_result,role,material_symbols_or_sections,callers_or_registration,downstream_consumers,config_or_reachability,failure_or_fallback,supporting_files_examined,open_questions,notes
home-mixer/filters/author_socialgraph_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts from accounts the viewer blocks or mutes.,AuthorSocialgraphFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/video_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes video posts when the request excludes video.,VideoFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/topic_ids_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-scoring): Removes posts outside requested topics / inside excluded topics.,TopicIdsFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/new_user_min_engagement_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"filter (pre-scoring): For new accounts, removes OON posts below an engagement threshold.",NewUserMinEngagementFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/filters/inventory_holdout_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"filter (pre-scoring): Deterministically holds out a configured percentage of posts per (post,viewer) via hash bucketing.",InventoryHoldoutFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S02;S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in this exact declared order (S01-F005); position between AuthorSocialgraphFilter and VideoFilter for Brazil2026ElectionFilter matches source (S00-F001/F002).
home-mixer/scorers/ranking_scorer.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,scorer: Computes weighted-sum Final Score from Phoenix's predicted probabilities plus author-diversity/OON-discount/new-author adjustments; applies bidirectional-follow boost.,RankingScorer,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05;S08,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior score fields); does not drop candidate or fail request (candidate-pipeline/scorer.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially in exactly this order (PhoenixScorer -> RankingScorer -> VMRanker); order is behaviorally significant (S01-F005).
home-mixer/selectors/top_k_score_selector.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,selector: Sorts candidates by final score descending and truncates to a size limit.,TopKScoreSelector,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S05;S08,enable()=unconditional (default enable); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"if disabled, all candidates pass through as selected (trait default select())","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/candidate_hydrators/vf_candidate_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Queries visibility-filtering per selected post+viewer for ALLOW/INTERSTITIAL/DROP.,VFCandidateHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, ReverseChronPostsPipeline::build",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/candidate_hydrators/ads_brand_safety_vf_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Hydrates ad brand-safety verdict via TweetSafetyLabelClient.,AdsBrandSafetyVfHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, ReverseChronPostsPipeline::build",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/candidate_hydrators/tweet_type_metrics_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Hydrates per-tweet-type metrics used for served-history/response bookkeeping.,TweetTypeMetricsHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, ReverseChronPostsPipeline::build",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/candidate_hydrators/following_replied_users_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Hydrates which followed users replied to a candidate (for reply-context display).,FollowingRepliedUsersHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/candidate_hydrators/mutual_follow_jaccard_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Hydrates a mutual-follow Jaccard-similarity signal via Strato.,MutualFollowJaccardHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/candidate_hydrators/topic_feedback_context_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_hydrator: Hydrates topic-feedback context (topic_feedback_topic/topic_id) via Strato.,TopicFeedbackContextHydrator,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S14,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Runs only on the already-selected (top-K) candidate set, concurrently via join_all -- cheaper than the pre-scoring hydrator stage."
home-mixer/filters/vf_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_filter: Removes posts visibility-filtering answered DROP for.,VFFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, ReverseChronPostsPipeline::build",,Runs sequentially after post-selection hydration; result truncated to result_size()=35 (params::RESULT_SIZE) afterward.
home-mixer/filters/ancillary_vf_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_filter: Removes posts whose thread ancestor/quoted/reposted post was itself dropped.,AncillaryVFFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, ReverseChronPostsPipeline::build",,Runs sequentially after post-selection hydration; result truncated to result_size()=35 (params::RESULT_SIZE) afterward.
home-mixer/filters/dedup_conversation_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_filter: Collapses additional branches of the same conversation.,DedupConversationFilter,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S14,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,Runs sequentially after post-selection hydration; result truncated to result_size()=35 (params::RESULT_SIZE) afterward.
home-mixer/side_effects/phoenix_experiments_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Publishes Phoenix experiment/prediction bookkeeping to Kafka.,PhoenixExperimentsSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/reranking_kafka_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"side_effect: Publishes final scored/reranked candidate data to a reranking Kafka topic (includes the always-None broadcast_is_live field, S01-F002).",RerankingKafkaSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/redis_post_candidate_cache_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Writes selected candidates to Redis for the cached-post request path.,RedisPostCandidateCacheSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/scored_stats_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Emits scoring statistics/metrics.,ScoredStatsSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients, PhoenixScoresPipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/author_served_metrics_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Emits per-author served-count metrics.,AuthorServedMetricsSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/mutual_follow_stats_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Emits statistics about mutual-follow-boosted candidates.,MutualFollowStatsSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/debug_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Supports debug-endpoint diagnostics.,DebugSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/phoenix_request_cache_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Caches the Phoenix prediction request/response across two Redis regions (atla/pdxa).,PhoenixRequestCacheSideEffect,Constructed in: PhoenixCandidatePipeline (PhoenixCandidatePipeline::build_with_clients),S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixCandidatePipeline::build_with_clients",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/query_hydrators/served_history_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates the viewer's served-post history for dedup/pagination.,ServedHistoryQueryHydrator,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/query_hydrators/past_request_timestamps_query_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,query_hydrator: Hydrates timestamps of the viewer's past requests.,PastRequestTimestampsQueryHydrator,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err silently skips that hydrator's field update; query proceeds with field unset/default (candidate_pipeline.rs hydrate_query),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/sources/ads_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches ad candidates via AdIndexClient.,AdsSource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02,enable()=gated (2 checks); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/sources/who_to_follow_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches Who-to-Follow recommendation candidates.,WhoToFollowSource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/sources/prompts_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches prompt/survey-style injected candidates.,PromptsSource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/sources/push_to_home_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches push-to-home post candidates (query.push_to_home_post_id) via TES+ReplyMixer.,PushToHomeSource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build),S02,enable()=gated (3 checks); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/sources/jetfuel_frame_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches 'Jetfuel frame' candidates (rich-card/module content) via Strato.,JetfuelFrameSource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build),S02,enable()=gated (2 checks); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/sources/feed_survey_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Injects feed-survey prompts.,FeedSurveySource,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::build",,None of these 7 candidates are scored by Phoenix -- ForYouCandidatePipeline::scorers() returns &[] (S01-F006).
home-mixer/filters/push_to_home_dedup_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter (pre-selection): Dedupes push-to-home candidates against other sources' output.,PushToHomeDedupFilter,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build),S02,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::build",,Resolves one of S00's six unplaced filters (S01-F007).
home-mixer/selectors/blender_selector.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,selector: Interleaves ranked organic posts with ads/WTF/prompts/push-to-home/jetfuel-frames/feed-survey into final blended order; default ads blender reorders for ad adjacency.,BlenderSelector,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::new(...)::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02,enable()=unconditional (default enable); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"if disabled, all candidates pass through unblended","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::new(...)::build, RankedFollowingCandidatePipeline::build",,Deep blending-policy semantics owned by S02; S01 establishes only that this selector runs instead of a score-based one.
home-mixer/filters/ad_adjacent_served_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_filter: Removes/adjusts posts served adjacent to ads per ad-adjacency policy.,AdAdjacentServedFilter,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build),S02,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ForYouCandidatePipeline::build",,Resolves one of S00's six unplaced filters (S01-F007). Largest single filter file in S01's scope (915 lines) -- deep semantics deferred to S02.
